Review,label,category
"Hayal kırıklığı… Philips’e hiç yakışmadı! Philips markasına olan güvenle aldığımız dikey şarjlı süpürge maalesef büyük bir hayal kırıklığı yaşattı. Cihaz, daha birkaç kullanım sonrası gövde ile sap arasındaki bağlantı noktasından kırıldı. Bu nokta, süpürme sırasında en çok zorlanan yerlerden biri olmasına rağmen dayanıksız bir plastikle tasarlanmış. Bu kadar hassas ve kritik bir bölgenin bu şekilde planlanması ciddi bir tasarım kusuru. Üstelik yaşanan bu açık yapısal soruna rağmen servis, kullanıcı hatası diyerek sorumluluktan kaçmaya çalışıyor. Ne doğru düzgün teknik destek, ne çözüm odaklı bir yaklaşım… Ürünü markaya güvenerek alıyorsunuz ama sorun yaşadığınızda karşınızda çözüm üretmek yerine işi yokuşa süren bir servis buluyorsunuz. Değişen parça aynı şekilde yine kırılıyor; çünkü sorun parçada değil, tasarımın kendisinde. Üründen de, servis sürecinden de kesinlikle memnun kalmadım. Philips gibi bir markadan çok daha fazlasını beklerdim. Almayı düşünenler, yaşanmış kullanıcı deneyimlerini dikkate alsın derim.",0,Genel
Ürün güzel görüntüde ama bana göre biraz ince geldi arkadan bağladığım da göbek verdi,1,Genel
Ürün beklediğim gibi bitane eksik geldi ve bi tanesinde içindeki puzzles eksik tamamlanmıyor o yüzden,0,Genel
4 al 2 öde kampanyasından yararlandım . Hediye için de çok teşekkür ederim . Gayet güzel ve kullanışlı.,2,Kozmetik
Evde beton delmek için alayım dedim kaliteli diye ancak uçları çok çabuk yıprandı daha doğrusu ucun uç kısmı kırıldı betonu delemedim. Paraya kıyın Pro set alın derim. bu arada vidalama uçları iyi iş görür.,0,Genel
"harika, yumuşacık",2,Giyim ve Aksesuar
ürünün markasını daha önce de kullanmıştım. tabi ki harika bir kumaşı var. 160 boy 67 kilo l beden oturdu biraz. bol durmasını istiyorsanız bir beden büyük almaDevamını Oku,2,Giyim ve Aksesuar
"her bir sütyenin kalıbı farklı siyah 90 gibi beyaz 85 krem rengi 80 bir tanesinin bile boyu tutmazmi? giybat modu , bir kere yikansin çöp almayın sakın",0,Giyim ve Aksesuar
Hediye paketi istemiştim o şekilde gelmedi ama ürünler güzel,1,Giyim ve Aksesuar
Ise yaramaz dandik urun,0,Elektronik
Cok ince,0,Genel
64 kiloyum xl tam oldu malına güzel farklı renginide alcam bu fiyata gayet guzel tavsiye ederim teşekkür ederim,2,Giyim ve Aksesuar
çocuğum hem eğleniyor hemde öğreniyor çok eğlenceli çok beğendik çok güzel,2,Kitap / Hobi
1 ay bile kullanamadık kırıldı paranıza yazık,0,Elektronik
Ben çok beğenemedim tek fincanda pek köpüklü olmuyor. Çoklu yapmadım henüz,1,Elektronik
Güzel ama kolaydı,1,Genel
bence fiyatına göre çok güzel bir ürün çok beğendim,2,Giyim ve Aksesuar
1 buçuk yaşındaki kızım için aldım boyutu vs güzel ama kurar kurmaz kapısını ve pencerelerini yırttı ve içine girip duvarlarına yaslandığında ev devriliyor sağlam değil yani alacaklar bunu göz önünde bulundurarak satın alsın.,0,Genel
çok güzel ve oldukça uygun fiyatlar. her kombine çok yakışıyor. ve çok şık,2,Giyim ve Aksesuar
Rezil bir şekilde kargolanmış. Askılar leş gibi olmuş.,0,Genel
Urunun tuslari cok sert basmasi zor. Cokta kaliteli durmuyor,0,Genel
"Kalitesiz ve zayıf malzeme, ağır kıyafet astığınızda, askılık dengede durmakta zorlanıyor, öne doğru yıkılıyor. Dikkat edilmeli.",0,Genel
Ürün güzel ama benim ihtiyacımı karşılamadığı için çok memnun kalmadım o yüzden 2 puan verdim,0,Genel
Puani ben aldiktan sonra hemen zam yapmalarindan kırdım sahsen bidahakine daha uygun fiyatlıları var onu alırım bütün inf ler bunu paylasiyor hepsi biberiye istDevamını Oku,1,Kozmetik
yıllardır hepsi buradan sitesinden alışveriş yapmaktayım. sipariş öncesi ve sonrasında hiç bir zaman zorluk yaşamadan güvenilir alışveriş yapıyorum.. musteri hizmetleri ve iletişim konusunda da hiç sıkıntı yaşamıyorum.tesekkurler hepsi burada,1,Genel
ürün için pek söylenecek söz yok öyle bir özelliği yok ama takıp kullanıyorsunuz yani işinizi görüyor. tüm alacak arkadaşlara rahatlıkla tavsiye ederim.,1,Genel
Mükemmel 🤩 ürün fiyat performans 🍀,2,Giyim ve Aksesuar
güzel kızım için aldim,1,Giyim ve Aksesuar
Bayıldım baya kaliteli,2,Giyim ve Aksesuar
Ürün gayet güzel paketlemesi de iyidi,1,Elektronik
Ürün fiyatına göre iyi bence tek takıldıgında hoş bi takı kargo da iyiydi fiyat performans,2,Giyim ve Aksesuar
Çok güzel bi organizer bebeğimin tüm eşyalarını kolay alıyor ve uğraşmıyorum,2,Giyim ve Aksesuar
ürün fena değil zaten fiyata göre çok da iyi aslında ama gorseldeki mankenin kafasındaki boyutta değil orta boyda küçük de diyebiliriz,1,Giyim ve Aksesuar
İcine o kadar az konuluyor ki boş mu geldi diye şüphe ediyoruz.,1,Genel
sateni inanılmaz iyi,2,Giyim ve Aksesuar
Ürün görseldeki gibi. Kısa bir sürede ulaştı. Saate tam uyumlu. Bir aylık kullanım sonrası şunları söyleyebilirim; Saati kaba ve basit gösteriyor. Kullanıma göre değişebilir fakat şeffaf kılıf sararma yapıyor. Bu sebeplerle tavsiye etmem.,1,Genel
Çok kaliteli değil idare eder,0,Genel
bedeni olmadı tayt gibi,1,Giyim ve Aksesuar
Ürün elime ulastı fakat kargo aksam saat 22de getirdi cok sacma,1,Genel
o kadar zevkli oynuyor ki kızım hem eğleniyor hem öğreniyor çok tavsiye,2,Kitap / Hobi
Kapakların açılıp kapanmasını sağlayan mekanizma sağlam bir maddeden yapılması gerekliymiş kapakları kapatmak istediğinde plastik birbirne geçen kısım direkt kırıldı. Ayrıca ürünün arka kısmı açık oraya ince bir suntadan hatta mukavadan görsel amaçlı kapatma yapılabilirdi. Raf ve dış köşeleri de hep suntaları açıkta onlarda görseli bozuyor,1,Genel
Kızıma voleybol için aldım beğendi 🌸 orta büyüklükte bir çanta spor için idare eder,2,Giyim ve Aksesuar
şık duruyor fakat erken solar,2,Giyim ve Aksesuar
"Jel barlari cok cabuk eriyor, iki uc dusa anca dayanir.",0,Kozmetik
Ürün metal değil .kalitesiz plastik.hatta metal olan hiç bir parçası yok.çok ucuz ve basit duruyor.parasını haketmiyor.,0,Genel
Ürün resimdeki gibi fakat 50 kg yazıyodu bana gelen 30 kg kapasiteli,0,Genel
Ürün çok güzel çok beğendik ancak bir kargo 10 günde mi gelir? Bu naısl hepsijet? Rezillik berbat ötesi,1,Genel
tekerleri direksiyonla donmuyor yana yatarak donuyor kucuk cocuklara gore degil,1,Genel
"Oğluma aldım, çok beğendim inşallah cırtlar uzun kullanılabilir oğlum sürekli takıp çıkarma derdinde oluyor çünkü, 17 aylık kitabı gördüğünde hemen saldırıya geDevamını Oku",2,Kitap / Hobi
Paketleme çok iyi idi ancak ona rağmen köpük kutunun içine akmıştı şurup 🤷🏻‍♀️ yine de teşekkürler.. İlk kez kullanacağım bakalım faydası olacak mı,1,Genel
Bunu zaten kullanıyordum mükemmel bir şey bittikçe stokluyorum,0,Kozmetik
çok güzel ürün beğendim bı iki beden büyük alabilirsiniz,2,Giyim ve Aksesuar
kalitesini begenmedim iade ile de uğraşmak istemedim farklı farklı bedenler göndermisler,0,Giyim ve Aksesuar
rahat güzel ama kendi bedeninizden 1 beden büyük alın,1,Giyim ve Aksesuar
Bedeni güzel fiyatına göre çok kaliteli.,1,Genel
Ürünü kullanmadım ama şeffaf poşetinden açar açmaz kırık çıktı Sonuç itibarıyla iyi bi ürün diye pahalıya alıyoruz ama malzemeden kaçmışlar,1,Genel
Bu kadar ince basit duran bir ürün daha görmedim ben direk iade ettim,0,Giyim ve Aksesuar
Eğlenceli ve kaliteli çok sevdik kampanyayla aldık çok hesaplı geldi,2,Kitap / Hobi
paketleme yok,0,Genel
İdare efer,1,Genel
ürünün montaj klavuzu yok ezbere montaj yapmak isteyen ürünü alabilir,1,Genel
kalitesi sağlamlığı güzel ucundaki siyahlar takili gerlirse daha iyi olur eksikti,2,Giyim ve Aksesuar
Ürün güzel lakin diğer marka ve havlu çeşitlerine göre ebatı küçük geldi. İndirimden yakaladım. Onun dışında fiyat performans ürünü. Islaklık seviyesi de bir tık düşük. Daha iyisi olabilirdi.,1,Genel
Ürünün kargolama ve teslim süreci uzun. Üst kısmında çizik vardı. Montajını yaptıktan sonra güzel durdu.,1,Genel
Ürünüm hala teslim edilmedi,0,Genel
Kokusu ve yapısı çok farklı güvenim kırıldı,0,Genel
"Kenarları yukarıda kalıyor, beklediğim gibi değil",1,Genel
kitap guzel ama paketlemeye hiç önem verilmemisti insan bir kutuya katardi,2,Kitap / Hobi
yeri kalitesi çok güzel ama kesinlikle 1 beden büyük alınmalı,2,Giyim ve Aksesuar
Ürün içinde tarayıcı uygulaması olmaması iyi değil. Sonradan yüklenen tarayıcılar düzgün çalışmıyor. Eh idare eder ayarında bir ürün işte. Beklentileri çok yüksek tutmayanlar için sorunsuz sayılabilir.,1,Genel
1.69 boy 58 kiloya 28 beden basenlerden dar oldu beli gayet iyi pantolon çok güzel,1,Giyim ve Aksesuar
ürün çok güzel aynı göründüğü gibi rengi harika 30 beden aldım küçük geldi bir büyük bedenini almanızı öneririm,2,Giyim ve Aksesuar
yırtmacı daha da acıldı,1,Giyim ve Aksesuar
İlk başta kargodandır olabilir sıvı birşey olduğu için dışına akmıştır dedim ama içini açınca resmen parmak izi birisi denemiş insanların hakkına giriyorsunuz bDevamını Oku,0,Kozmetik
Biz çok beğenmedik meyvelileri daha güzel hemen geldi hiç bir sıkıntı yok sadece tat olayı bize göre değil,1,Genel
Çook beğendim çok içi çok güzel alınnn🫶🤍,2,Kitap / Hobi
bedeninizden büyük almanız lazım küçük geldi,1,Giyim ve Aksesuar
Çok ince hem rulosu hem ürünün kendisi çok ince hiç begenmedim arada çok fiyat farkında yoktu keşke familya selpak alsaydım aynı hesaba geliyor denemek için aldım ama inceliğini begenmedim,0,Genel
Elimde bez hissi olmuyor. Sıkması falan pratik değil. Bir daha almam,1,Genel
Bu fiyata bu kadar toka süper bayağı sağlam tokalar,2,Giyim ve Aksesuar
fiati çok uyguna aldım gayet güzel ve havali,1,Giyim ve Aksesuar
Çok güzel kaliteli kargosu hızlı hatasız,2,Giyim ve Aksesuar
Merhaba sayin yetkili 2024 ağustos ayinda sizden almis oldugum adidas ayakkabi topuk kismindan ayrildi bu urunu idade etmek istioyorum ilgilenirseniz sevinirim iyi çalışmalar,0,Genel
"Elim, ayağım, doğumdan beri en çok işime yarayan şeylerden🥰 içerisine ıslak mendil, bez, pişik kremi koyuyorum her seferinde tek tek aramayla uğraşmıyorum. YaşDevamını Oku",2,Giyim ve Aksesuar
Şarjı çok çabuk bitiyor ve istediğim ışığı vermiyor kesinlikle hayal kırıklığı iade ile uğraşmak istemediğim için iade etmedim duruyor öyle biblo gibi :/,0,Genel
"Güzel koku, güzel paketleme, sağlam teslimat teşekkürler 👏",2,Kozmetik
"Bulaşık makinesinde servis tabağı sığmıyor , içini çok küçük yapmışlar içerisinin rafları çok sık tencere tava koyamıyorsunuz . Bilginize",1,Genel
Denenmiş ve dikiş yerleri açılmış urun göndermişler,0,Genel
yüzü soyuyor her gün kullanılmalı mı bilmiyorum ama çok iyi temizliyor,1,Kozmetik
Xl beden bide M gibi geldi iade,0,Giyim ve Aksesuar
Maalesef taşı düşmüş ama çok beğendiğim için iade etmedin onun için,1,Giyim ve Aksesuar
Ürün güzel tam tamamiyle kaplıyor fakat ürün elime resimdeki gibi ulaştı. Satıcı mı böyle gönderdi yoksa kargoda mı böyle oldu bilemiyorum ama kargoda bu kadar sert malesmesi olan bişey böyle olamaz. Satıcıdan kaynaklı diye düşünüyorum.o yüzden düşük yıldız veriyorum,1,Genel
Ucuz urun yapiyor isini yapiyor ama satici tarafindan kullanilmis urun gönderildi.,1,Genel
Saglam geldi teşekkürler,2,Giyim ve Aksesuar
Yorumlara güvenerek aldım kokusu cok guzel ferah hissettiriyor ve işe yarar gibi😍😍 boyutuda gayet guzel,2,Kozmetik
ürün fiyatı ucuz paketleme saglam,2,Kozmetik
Tam kalıp gelir. Bir beden küçük almanızı tavsiye ederim. Onun dışında rahat kalıp,1,Giyim ve Aksesuar
Ürün çok şık ve çok hoş satıcıya hızlı gönderimi için teşekkür ederim 😊,2,Giyim ve Aksesuar
ürün çok güzel herkese tavsiye ederim 👍🏻 güzel hediyeniz için ayrı teşekkür ederim hemen kullandım ellerimi yumuşacık yaptı 🥰,2,Kozmetik
"15 gündüt bekliyorum, önce teslim edilemedi dedi. Sonra hoparlör geldi, berbat",0,Genel
hediyeniz için çok teşekkürler çok memnun kaldım iloveyouuuı,2,Kozmetik
Ürünü daha kullanmadım kullanınca yorumu güncellerim fakat kapağı kırılmış neden olduğu gibi koydunuz kutuya bir şeye sarıp bantlamadınız akabilirdi şampuan lütfen bu konuda bir şeyler yapın,1,Genel
Çok güzel içinden çıkan şekillerden birkaç tanesini ekledim,2,Genel
harika bir ürün plastik kalitesi çok iyi dokunduğunuzda farkı hissedersiniz. bu ürünün tekerleklerinde ışık yok ben fark etmedim yorumu okuyanlar için :) oturma kısmı da çok kaliteli benim oğlum 2 yaşında sanırım 5 yaşına kadar rahat rahat bunu kullanır :),2,Genel
sorunsuz elime ulaştı indirimden aldım,2,Elektronik
4 yaşındaki oğlum için aldık bir çırpıda bitirdik,2,Genel
Beğenmedim kepek oldu,0,Genel
arkadasimin ceyixine aldim,2,Elektronik
Öğrencilerime aldım çok mutlu oldular 😍😍,2,Giyim ve Aksesuar
İkisi aynı ölçüde olmak üzere 3 adet sipariş verdim. Aynı ölçülerden bir tanesi 2cm kısa geldi. Bir tanesininde bir köşesi yamuk geldi. Bir tanesi birebir oldu. 2cm eksik gelenin oluru olmadığı için iade ettik. Malzeme kalistesi eh işte.,1,Genel
bir çok ürününü kullandım güveniyorum bu markaya aşırı iyi özellikle makyaj altına sürünce çok parlak duruyor,2,Kozmetik
çekinerek aldım ama beklediğimden daha güzel geldi hemem yerleştirdim kullanmaya hazırr,2,Giyim ve Aksesuar
Beklenen kalite yok,0,Genel
Kırıl malzeme geldi iade,0,Elektronik
Yumuşacık çok beğendim🥰💗,2,Giyim ve Aksesuar
Çok zarif çok güzel bir ürün.,1,Giyim ve Aksesuar
Bir kez denedim net sonuç yok daha ama iyi gibi,1,Kozmetik
bütün gün bilgisayar başında çalışmaktan hem sırtım ağrıyordu hem de kamburluk oluştu hemen bu korseyi gördüm ve aldım o kadar iyi geldi ki ağrılarım geçti duruDevamını Oku,2,Giyim ve Aksesuar
Valla kim neye göre süper güçlü dedi bilmem. Ama basit bir pleksi rafı tutmadı bile.,0,Genel
Sipariş ettiğim ürünle hiçbir alakası yok saçma sapan ürün göndermişler kesinlikle almayın ayrıca bir de 4 gün hazırlanma aşamasında beklendim,0,Genel
Bir ütü mamasına bu kadar para vereceksem en azından vaatlerini karşılamalı . Kesinlikle dayanıklı değil çok sallanıyor ve kazanlı ütüm sığmadı . Üstelik ürünü iade etme şansınız da yok açtıktan sonra .,0,Genel
Çok ince kargo 10 günde filan geldi çok bişey beklemeyin yani,1,Giyim ve Aksesuar
"Kullanılmış ürün gönderdiler. Ürün kalitesine henüz bakamadım, aide işlemleriyle uğraşmamak adına iade talebinde bulunmadım.",0,Genel
çoraplar yumuşak ve güzel hızlı kargolama ve güzel paketleme,2,Giyim ve Aksesuar
Daha denemedim umarım uzun ömürlü olur,2,Giyim ve Aksesuar
Ürün dar kalıp ayrıca bileğim ince olduğu için bilek kısmı çok pot durdu. İade ile uğraşmak istemediğim için göndermedim.,0,Genel
Önceki defacto çoraplara göre kalite çok düşük,0,Genel
ürün inanılmaz güzel özenli pakatlemesinden dolayı satıcıya teşekkür ederim,2,Kozmetik
Hızlı teslimat için teşekkür ederim ancak ürünlerin durumları şöyle Ambalajsız Toz ve kirli olanlar var belliki teşhir ürün Giriş yerlerinde iz olanlasr var. Kullanılmışlardır yada denenmiş neyse ilk defa bu şekilde ürün alıyorum. Çalıştıklarını düşünüyorum.,1,Genel
çok sağlam bi kulaklığa benzemiyor ama şuana kadar bi sıkıntı yaşamadık fiyatına göre iyi,1,Elektronik
Çok güzel aldım hemen,2,Kozmetik
Haftada iki kez yagli karma cildime gece rutininde uyguluyorum cildimi parlak ve puruzsuz hale getiriyo sivilcelerimide kurutmaya yardimci oldu,2,Kozmetik
Ürün hasarlı geldi.kumaşında ve dış kılıfında delikler mevcut. İade edeceğim.,1,Genel
birinin arka kopcasi kopuk geldi bu ne sorumsuzluk kalite güzel değil 👎,0,Giyim ve Aksesuar
paslanmaz denildi paslı geldi ürün kutusu çok yıpranmış koruyucu çıkartılmış ve malzemenin aparatları eksikti.,0,Genel
bı beden büyük alin kumaşi çok hoş,1,Giyim ve Aksesuar
Sipariş verdiğim ürün yerine satıcı kafasına göre ürün göndermiş.,2,Genel
harika ben çok beğendim,2,Giyim ve Aksesuar
Ürün güzel resimdeki gibi fakat kalıbı dar xl aldık ama m gibi 1 veya 2 beden büyük alınmalı,1,Giyim ve Aksesuar
Tam beden harika rahat,2,Giyim ve Aksesuar
Verilen parayı sonuna kadar hakediyor özenle ve çok şık paketlenmiş olarak geldi deri kokusundan kalitesi anlaşılıyor çok beğendik,2,Giyim ve Aksesuar
çok iyi kullanışlı tavsiye ederim,1,Giyim ve Aksesuar
ben ürünü çok beğendim tavsiye ederim🌼🌼,2,Giyim ve Aksesuar
Yazı yazmak için uygun değil. Ayrıca aydınlatması yetersiz.,0,Genel
Hiççç beklediğim gibi değil,0,Giyim ve Aksesuar
ürünün geldi çok kaliteli bir çanta çok kullanışlı tessekur ederim.,2,Giyim ve Aksesuar
Aşık oldummmmmm,2,Giyim ve Aksesuar
Çok aşırı köpürüyor alerjik bebeğim var yeniden de.terjansız yıkama yapmama ve ekstra defalarca durulama yapmama rağmen köpük asla gitmiyor çamaşırları çıkartıp kovada durulamak zorunda kaldım.,0,Genel
Çok güzel umarım bebeğimde sever,2,Kitap / Hobi
O kadar anlatıldığı kadar ıyı degıl,0,Genel
Ürün güzel kalitesi güzel fakat kargo 11 günde geldi,1,Giyim ve Aksesuar
"s beden aldım,53 kilodayım ama bana dar geldi giyilir bu rengin kumaşı esnek ama çok darmış bir beden büyük almakta fayda var",0,Giyim ve Aksesuar
Şişeler çok kalitesiz,0,Genel
Tasını sevemedim bn,0,Genel
Daha kullanmadım fakat benim takıldığım yer ürünün kargoya veriliş şekli yani sadece kargo poşetinin içine atıp gönderilmiş bu kadar basit olmamalı küçük bir kartonda daha itinalı olunabilir,1,Genel
Gayet güzel göründüğü gibi geldi çok kullanmadım şu an için kararma olmadı severek kullanıyorum,2,Giyim ve Aksesuar
Ürün sessiz çalışıyor güzel ama yeterince Soğutma yapmaktadır,0,Genel
tamam abi teşekkür ediyorum allah bereket olsun hayırlı işler diliyorum,1,Giyim ve Aksesuar
İlk aldığımda takmayı becerememiştim. Ne işe yarar bu demiştim. Kullandıkça iyi ki almışım diyorum. Süper işime yaradı👍🏼,2,Genel
